,Date,Last Price,20 days average,Square of Difference,Square of Difference 20 days average,Volatility
62,2023-07-12,69667.83,67286.318,5671599.406144012,1608803.7349904857,1268.386271997015
63,2023-07-11,67934.82,67153.2035,610924.3530722558,1532663.2902914821,1238.007790884808
64,2023-07-10,67516.6,67037.425,229608.6806250028,1534423.0807306687,1238.7183217869463
65,2023-07-07,67181.67,66976.4735,42105.60361225224,1647530.9683038702,1283.5618287810955
66,2023-07-06,66408.37,66943.96650000001,286863.6108122652,1834363.4374034565,1354.3867384921696
67,2023-07-05,66461.04,66928.2355,218271.6352202515,1960384.1802899565,1400.1372005235617
68,2023-07-04,67473.88,66933.55850000001,291947.32336224016,2208311.0019089426,1486.0386946203462
69,2023-07-03,67962.32,66844.0165,1250602.7181122703,2315350.0376468427,1521.62743063039
70,2023-06-30,67283.22,66728.62,307581.16000000644,2390340.897577279,1546.0727335986749
71,2023-06-29,67245.28,66546.2715,488612.8830722448,2377201.191840791,1541.8174962818366
